7.37463e-05	9.381352174995958e-10
0.000102921	1.4960107204531564e-09
0.000143638	2.385647090427569e-09
0.000200463	3.804319866321019e-09
0.000279769	6.066644358460281e-09
0.000390449	9.674291081826152e-09
0.000544916	1.5427320199121355e-08
0.000760491	2.4601456505529485e-08
0.00106135	3.923116305488544e-08
0.00148123	6.256055728773267e-08
0.00206723	9.97639022221981e-08
0.00288505	1.59090333201146e-07
0.00402641	2.536963996629713e-07
0.00416289	2.658165511491165e-07
0.00430399	2.7851517613269264e-07
0.00444987	2.918202078951123e-07
0.0046007	3.0576135229995145e-07
0.00475664	3.2036827785908236e-07
0.00491787	3.3567343408618174e-07
0.00508456	3.5170928747807357e-07
0.0052569	3.685112167947526e-07
0.00543509	3.861166642355037e-07
0.00561931	4.0456219559000306e-07
0.00580978	4.238895123637211e-07
0.0060067	4.441395296841419e-07
0.0062103	4.653575042840071e-07
0.0064208	4.875890106946806e-07
0.00663843	5.108820474827971e-07
0.00686344	5.352882218998986e-07
0.00709608	5.608607052921954e-07
0.0073366	5.876542584565427e-07
0.00758528	6.157286658538418e-07
0.00784238	6.451432303360932e-07
0.0081082	6.759636513887221e-07
0.00838303	7.082564496419363e-07
0.00866717	7.420913178657387e-07
0.00896095	7.775436612938911e-07
0.00926468	8.146887185433551e-07
0.0095787	8.536076720570221e-07
0.00990338	8.943879318408758e-07
0.0102391	9.371208658060674e-07
0.0105861	9.818824522834635e-07
0.0109449	1.028787376354583e-06
0.0113159	1.0779381703853467e-06
0.0116995	1.1294404355217678e-06
0.012096	1.1833891932857532e-06
0.012506	1.2399235356159693e-06
0.0129299	1.2991591070034199e-06
0.0133682	1.3612290777711808e-06
0.0138213	1.426256250657704e-06
0.0142897	1.4943814408948838e-06
0.0147741	1.5657793369293473e-06
0.0152749	1.6405853745231234e-06
0.0157926	1.7189537800331584e-06
0.0163279	1.8010740718783296e-06
0.0168813	1.8871105933075294e-06
0.0174535	1.9772639671700715e-06
0.0180451	2.071725062562825e-06
0.0186568	2.1707066057985843e-06
0.0192891	2.274394832739188e-06
0.019943	2.3830644857330794e-06
0.0206189	2.4968979847745854e-06
0.0213178	2.616184970200093e-06
0.0220404	2.7411725263882394e-06
0.0227874	2.8721148052522983e-06
0.0235598	3.0093267714760456e-06
0.0243584	3.1530972856104005e-06
0.025184	3.303723590850593e-06
0.0260376	3.4615486587256175e-06
0.0269202	3.6269260811260703e-06
0.0278326	3.800182020958181e-06
0.028776	3.981729055602181e-06
0.0297514	4.171953693306521e-06
0.0307598	4.371253769868916e-06
0.0318024	4.580078941796087e-06
0.0328804	4.79889269076196e-06
0.0339948	5.028131140994588e-06
0.0351471	5.2683474045582375e-06
0.0363384	5.520027371152342e-06
0.0375701	5.78373519732192e-06
0.0388436	6.060052297511702e-06
0.0401602	6.349555495321538e-06
0.0415214	6.652883115117804e-06
0.0429288	6.970715496245243e-06
0.0443839	7.30373075239532e-06
0.0458882	7.652626917895149e-06
0.0474436	8.01821688871987e-06
0.0490517	8.401267216498286e-06
0.0507144	8.802639534407431e-06
